pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,target,predicted_label,predicted_proba
EPIC 246120353.01,EPIC 246120353,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,21.436032,0.003287,-0.002372,0.0,,,,,2.486,0.105,-0.108,0.0,0.22178645,0.00936749,-0.00963513,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,M2,3627.0,138.0,-138.0,0.0,0.467,0.014,-0.014,0.0,0.466,0.015,-0.015,0.0,0.091,0.235,-0.235,0.0,[Fe/H],4.767,0.029,-0.029,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h31m54.45s,352.9768715,-06d41m44.12s,-6.6955881,143.481,1.0565,-1.0565,15.872,0.191,-0.191,11.643,0.025,-0.025,15.0095,0.000499,-0.000499,2021-11-19,2021-12,2021-11-19,-1,1,0.99
EPIC 246260670.01,EPIC 246260670,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,3.853494,6.9e-05,-6.5e-05,0.0,,,,,6.957,0.585,-0.965,0.0,0.62066304,0.05219029,-0.08609168,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K5,4459.0,138.0,-138.0,0.0,0.744,0.059,-0.055,0.0,0.838,0.379,-0.258,0.0,-0.095,0.235,-0.235,0.0,[Fe/H],4.619,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h28m42.27s,352.1761121,-03d50m47.08s,-3.8464108,509.382,12.974,-12.356,15.794,1.133,-1.133,12.818,0.034,-0.034,15.2504,0.000519,-0.000519,2021-11-19,2021-12,2021-11-19,-1,1,0.77
EPIC 246261316.01,EPIC 246261316,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4.696045,0.000146,-0.000158,0.0,,,,,2.57,0.197,-0.17,0.0,0.22928044,0.01757519,-0.01516641,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K2,5003.0,138.0,-138.0,0.0,0.782,0.054,-0.049,0.0,0.907,0.41,-0.276,0.0,0.049,0.235,-0.235,0.0,[Fe/H],4.605,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h34m49.86s,353.7077699,-03d50m05.80s,-3.8349446,371.377,3.943,-3.863,14.055,0.195,-0.195,11.858,0.023,-0.023,13.7686,0.000301,-0.000301,2021-11-19,2021-12,2021-11-19,-1,1,0.95
EPIC 246290342.01,EPIC 246290342,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,16.607299,0.002311,-0.002147,0.0,,,,,2.532,0.225,-0.208,0.0,0.2258903,0.02007319,-0.01855655,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K3,4878.0,138.0,-138.0,0.0,0.756,0.058,-0.053,0.0,1.011,0.462,-0.318,0.0,-0.05,0.235,-0.235,0.0,[Fe/H],4.685,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h36m38.99s,354.1624687,-03d15m40.07s,-3.2611299,534.301,12.438,-11.895,15.047,0.092,-0.092,12.754,0.033,-0.033,14.8121,0.000426,-0.000426,2021-11-19,2021-12,2021-11-19,-1,1,0.8
EPIC 246310303.01,EPIC 246310303,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,16.980197,0.002759,-0.002137,0.0,,,,,2.705,0.211,-0.191,0.0,0.24132435,0.01882419,-0.01703991,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G7,5319.0,138.0,-138.0,0.0,0.879,0.058,-0.053,0.0,0.852,0.387,-0.257,0.0,-0.14,0.235,-0.235,0.0,[Fe/H],4.482,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h18m36.16s,349.6506778,-02d51m33.10s,-2.8591956,520.702,8.548,-8.28,14.274,0.137,-0.137,12.268,0.023,-0.023,14.0682,0.000317,-0.000317,2021-11-19,2021-12,2021-11-19,-1,1,0.92
EPIC 246331347.01,EPIC 246331347,0,CANDIDATE,Zink et al. 2021,1,0,Transit,2020,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,1.082361,5.7e-05,-5.2e-05,0.0,,,,,7.158,1.425,-0.595,0.0,0.63859509,0.1271302,-0.05308244,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G7,5556.0,138.0,-138.0,0.0,1.721,0.123,-0.114,0.0,1.159,0.53,-0.351,0.0,-0.376,0.235,-0.235,0.0,[Fe/H],4.032,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h14m43.08s,348.6795029,-02d26m25.48s,-2.4404113,189.955,2.2835,-2.2835,16.77,0.2,-0.2,12.304,0.023,-0.023,15.7507,0.000967,-0.000967,2021-11-19,2021-12,2021-11-19,-1,1,0.52
EPIC 246366798.01,EPIC 246366798,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,7.539949,0.001121,-0.001166,0.0,,,,,2.511,0.175,-0.168,0.0,0.2240168,0.01561248,-0.01498798,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G4,5661.0,138.0,-138.0,0.0,1.205,0.074,-0.071,0.0,1.157,0.483,-0.351,0.0,-0.128,0.235,-0.235,0.0,[Fe/H],4.338,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h20m03.72s,350.0155012,-01d44m37.62s,-1.7437843,566.932,8.705,-8.45,13.586,0.114,-0.114,11.689,0.023,-0.023,13.2862,0.000401,-0.000401,2021-11-19,2021-12,2021-11-19,-1,1,0.9
EPIC 246380972.01,EPIC 246380972,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,17.768404,0.002014,-0.001981,0.0,,,,,2.787,0.233,-0.213,0.0,0.24863991,0.0207869,-0.01900262,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K0,4961.0,138.0,-138.0,0.0,0.763,0.053,-0.05,0.0,0.98,0.452,-0.293,0.0,-0.154,0.235,-0.235,0.0,[Fe/H],4.667,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h03m43.55s,345.9314466,-01d27m54.91s,-1.4652536,362.567,4.68,-4.564,14.254,0.103,-0.103,11.878,0.026,-0.026,13.9077,0.000288,-0.000288,2021-11-19,2021-12,2021-11-19,-1,1,0.96
EPIC 246429728.01,EPIC 246429728,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,11.416439,0.000951,-0.00077,0.0,,,,,3.034,0.326,-0.207,0.0,0.27067582,0.02908382,-0.01846733,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,M1,3668.0,138.0,-138.0,0.0,0.451,0.017,-0.017,0.0,0.496,0.025,-0.025,0.0,0.205,0.235,-0.235,0.0,[Fe/H],4.826,0.032,-0.032,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h20m43.96s,350.1831527,-00d03m32.42s,-0.0590058,176.564,2.2395,-2.2395,17.3,0.2,-0.2,12.628,0.03,-0.03,16.0813,0.00101,-0.00101,2021-11-19,2021-12,2021-11-19,-1,1,0.68
EPIC 246448041.01,EPIC 246448041,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,7.21084,0.001106,-0.001122,0.0,,,,,2.26,0.201,-0.188,0.0,0.20162404,0.01793205,-0.01677227,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G3,5739.0,138.0,-138.0,0.0,1.053,0.068,-0.062,0.0,0.787,0.345,-0.243,0.0,-0.187,0.235,-0.235,0.0,[Fe/H],4.286,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h11m35.44s,347.8976872,+00d30m55.38s,0.5153821,610.769,12.387,-11.913,13.799,0.126,-0.126,12.127,0.025,-0.025,13.5607,0.000323,-0.000323,2021-11-19,2021-12,2021-11-19,-1,1,0.93
EPIC 246851148.01,EPIC 246851148,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,18.896192,0.001001,-0.001179,0.0,,,,,1.975,0.175,-0.152,0.0,0.176198,0.01561248,-0.01356056,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K5,4459.0,138.0,-138.0,0.0,0.545,0.041,-0.038,0.0,0.488,0.225,-0.155,0.0,-0.162,0.235,-0.235,0.0,[Fe/H],4.654,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h43m58.89s,70.9953724,+16d16m23.09s,16.2730809,148.353,0.9915,-0.9915,14.613,0.092,-0.092,10.874,0.018,-0.018,13.8256,0.000253,-0.000253,2021-11-19,2021-12,2021-11-19,-1,1,0.97
EPIC 246947582.01,EPIC 246947582,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,21.371372,0.000215,-0.0002,0.0,,,,,16.514,1.252,-1.156,0.0,1.47328294,0.11169615,-0.10313159,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K4,4692.0,138.0,-138.0,0.0,1.14,0.086,-0.079,0.0,1.232,0.548,-0.386,0.0,0.037,0.235,-0.235,0.0,[Fe/H],4.413,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h47m27.25s,71.8635481,+17d12m47.08s,17.2130767,365.61,5.754,-5.581,15.827,1.133,-1.133,11.215,0.02,-0.02,14.9201,0.000424,-0.000424,2021-11-19,2021-12,2021-11-19,-1,1,0.65
EPIC 246987084.01,EPIC 246987084,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,7.098695,0.000782,-0.001165,0.0,,,,,1.837,0.153,-0.137,0.0,0.16388645,0.01364977,-0.01222234,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K0,4857.0,138.0,-138.0,0.0,0.681,0.051,-0.045,0.0,0.809,0.36,-0.251,0.0,-0.412,0.235,-0.235,0.0,[Fe/H],4.676,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h56m01.92s,74.0079876,+17d35m51.95s,17.5977628,304.184,3.479,-3.402,14.749,0.217,-0.217,11.817,0.031,-0.031,14.3595,0.000233,-0.000233,2021-11-19,2021-12,2021-11-19,-1,1,0.9
EPIC 247122439.01,EPIC 247122439,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,0.73217,1.9e-05,-2e-05,0.0,,,,,1.108,0.096,-0.084,0.0,0.09884931,0.00856456,-0.00749399,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K5,4641.0,138.0,-138.0,0.0,0.827,0.061,-0.055,0.0,0.836,0.367,-0.259,0.0,-0.038,0.235,-0.235,0.0,[Fe/H],4.526,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m58.08s,73.992015,+18d53m00.00s,18.8833322,215.202,1.144,-1.132,13.62,0.114,-0.114,10.654,0.017,-0.017,13.0912,0.00021,-0.00021,2021-11-19,2021-12,2021-11-19,-1,1,0.88
EPIC 247164043.01,EPIC 247164043,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5.228352,0.000415,-9.5e-05,0.0,,,,,2.282,0.126,-0.123,0.0,0.20358675,0.01124099,-0.01097334,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G2,6265.0,138.0,-138.0,0.0,1.272,0.067,-0.066,0.0,0.988,0.419,-0.293,0.0,-0.088,0.235,-0.235,0.0,[Fe/H],4.223,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m21.98s,73.8415994,+19d16m51.33s,19.2809257,128.654,0.841,-0.829,9.478,0.004,-0.004,8.225,0.017,-0.017,9.39579,0.000151,-0.000151,2021-11-19,2021-12,2021-11-19,-1,1,0.94
EPIC 247223703.01,EPIC 247223703,1,CANDIDATE,del Ser et al. 2022,1,0,Transit,2022,K2,Published Confirmed,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,3.1764,0.0005,-0.0005,0.0,0.0377,0.0048,-0.0044,0.0,0.9532,0.0796,-0.0734,0.0,0.08503895,0.00710145,-0.00654832,0.0,,,,,,,,,,,,,,133.976,,,0.0,,,,,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,,4434.0,138.0,-138.0,0.0,0.741,0.056,-0.051,0.0,0.861,0.394,-0.264,0.0,-0.087,0.235,-0.235,0.0,[Fe/H],4.631,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h47m43.59s,71.9316438,+19d50m56.70s,19.8490823,258.033,2.264,-2.225,14.829,0.137,-0.137,11.392,0.02,-0.02,14.2754,0.000246,-0.000246,2022-11-07,2022-10,2022-11-07,-1,1,0.72
EPIC 247396991.01,EPIC 247396991,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,14.616783,0.002679,-0.002648,0.0,,,,,2.119,0.168,-0.152,0.0,0.18904484,0.01498798,-0.01356056,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K0,5174.0,138.0,-138.0,0.0,0.821,0.056,-0.05,0.0,1.016,0.453,-0.31,0.0,-0.098,0.235,-0.235,0.0,[Fe/H],4.615,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h46m39.77s,71.665688,+21d22m18.40s,21.3717772,364.464,4.401,-4.298,14.312,0.126,-0.126,11.691,0.02,-0.02,13.8983,0.000273,-0.000273,2021-11-19,2021-12,2021-11-19,-1,1,0.94
EPIC 247560727.01,EPIC 247560727,1,CANDIDATE,del Ser et al. 2022,1,0,Transit,2022,K2,Published Confirmed,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,3.3733,0.0002,-0.0002,0.0,0.0279,0.0013,-0.0016,0.0,1.5839,0.0781,-0.0781,0.0,0.14130634,0.00696763,-0.00696763,0.0,,,,,,,,,,,,,,109.437,,,0.0,,,,,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,,5634.0,138.0,-138.0,0.0,0.779,0.059,-0.054,0.0,0.693,0.301,-0.212,0.0,-0.13,0.235,-0.235,0.0,[Fe/H],4.494,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h01m42.22s,75.4259195,+22d39m41.63s,22.6615625,684.2,28.013,-25.929,15.589,0.343,-0.343,13.105,0.041,-0.041,15.461,0.000586,-0.000586,2022-11-07,2022-10,2022-11-07,-1,1,0.51
EPIC 247562358.01,EPIC 247562358,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,3.09246,0.000216,-0.000213,0.0,,,,,2.413,0.214,-0.185,0.0,0.21527381,0.01909183,-0.01650462,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K7,4051.0,138.0,-138.0,0.0,0.698,0.054,-0.048,0.0,0.813,0.362,-0.254,0.0,-0.223,0.235,-0.235,0.0,[Fe/H],4.661,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h46m44.28s,71.6844921,+22d40m26.65s,22.6740681,312.929,3.8555,-3.8555,15.904,0.195,-0.195,12.144,0.021,-0.021,15.2098,0.000396,-0.000396,2021-11-19,2021-12,2021-11-19,-1,1,0.92
EPIC 247724061.01,EPIC 247724061,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,1.248905,4.7e-05,-5.8e-05,0.0,,,,,4.073,0.796,-1.071,0.0,0.36336935,0.07101449,-0.09554838,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G8,5496.0,154.0,-154.0,0.0,1.289,0.093,-0.085,0.0,1.041,0.468,-0.322,0.0,-0.1,0.275,-0.275,0.0,[Fe/H],4.235,0.151,-0.151,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h43m33.09s,70.8878625,+23d52m55.90s,23.8821947,325.769,5.191,-5.033,13.139,0.034,-0.034,10.453,0.02,-0.02,12.5979,0.000191,-0.000191,2021-11-19,2021-12,2021-11-19,-1,1,0.77
EPIC 247744801.01,EPIC 247744801,1,CANDIDATE,del Ser et al. 2022,1,0,Transit,2022,K2,Published Confirmed,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,12.505,0.0007,-0.0006,0.0,0.1034,0.0033,-0.0037,0.0,1.673,0.0825,-0.0772,0.0,0.14925532,0.00736017,-0.00688733,0.0,,,,,,,,,,,,,,58.958,,,0.0,,,,,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,,5214.0,138.0,-138.0,0.0,0.975,0.065,-0.059,0.0,1.027,0.451,-0.317,0.0,0.028,0.235,-0.235,0.0,[Fe/H],4.466,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h47m58.73s,71.9946922,+24d01m30.11s,24.0250298,375.171,4.215,-4.215,14.325,0.061,-0.061,11.356,0.018,-0.018,13.8899,0.000168,-0.000168,2022-11-07,2022-10,2022-11-07,-1,1,0.64
EPIC 247856284.01,EPIC 247856284,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,11.95706,0.002061,-0.001636,0.0,,,,,2.635,0.195,-0.175,0.0,0.23507936,0.01739676,-0.01561248,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K0,5292.0,138.0,-138.0,0.0,0.829,0.055,-0.049,0.0,0.954,0.431,-0.292,0.0,0.024,0.235,-0.235,0.0,[Fe/H],4.579,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h59m19.70s,74.8320695,+24d47m44.53s,24.7957033,402.93,5.235,-5.106,15.086,0.229,-0.229,11.91,0.021,-0.021,14.6555,0.00031,-0.00031,2021-11-19,2021-12,2021-11-19,-1,1,0.89
